"modid","translated","total","remaining","percent","sourceJar","zh_tw_path"
"item_dislocate","2","2","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Draconic-Evolution-1.21.1-3.1.4.630.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\item_dislocate\lang\zh_tw.json"
"language","2","2","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ImmersiveEngineering-1.21.1-12.4.2-194.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\language\lang\zh_tw.json"
"leaves_type","2","2","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\moonlight-1.21-2.29.4-neoforge.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\leaves_type\lang\zh_tw.json"
"location","2","2","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\tempad-1.21.1-3.0.4-all.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\location\lang\zh_tw.json"
"locations","2","2","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\tempad-1.21.1-3.0.4-all.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\locations\lang\zh_tw.json"
"macro","2","2","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\tempad-1.21.1-3.0.4-all.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\macro\lang\zh_tw.json"
"oredictionificator","2","2","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Mekanism-1.21.1-10.7.17.83.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\oredictionificator\lang\zh_tw.json"
"packaged_device","2","2","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ExtendedAE-1.21-2.2.27-neoforge.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\packaged_device\lang\zh_tw.json"
"pattern_view","2","2","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ExtendedAE-1.21-2.2.27-neoforge.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\pattern_view\lang\zh_tw.json"
"player","2","2","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\artifacts-neoforge-13.1.0.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\player\lang\zh_tw.json"
"rewards","2","2","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\GatewaysToEternity-1.21.1-5.1.0.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\rewards\lang\zh_tw.json"
"seismic_vibrator","2","2","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Mekanism-1.21.1-10.7.17.83.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\seismic_vibrator\lang\zh_tw.json"
"status","2","2","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Mekanism-1.21.1-10.7.17.83.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\status\lang\zh_tw.json"
"villager","2","2","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\actuallyadditions-1.3.24+mc1.21.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\villager\lang\zh_tw.json"
"waste_barrel","2","2","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Mekanism-1.21.1-10.7.17.83.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\waste_barrel\lang\zh_tw.json"
"wind_generator","2","2","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\MekanismGenerators-1.21.1-10.7.17.83.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\wind_generator\lang\zh_tw.json"
"wireless_hub","2","2","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ExtendedAE-1.21-2.2.27-neoforge.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\wireless_hub\lang\zh_tw.json"
"abyss_blast","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\abyss_blast\lang\zh_tw.json"
"abyss_blast_shoot","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\abyss_blast_shoot\lang\zh_tw.json"
"actualladditions","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\actuallyadditions-1.3.24+mc1.21.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\actualladditions\lang\zh_tw.json"
"aptrgangr_death","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\aptrgangr_death\lang\zh_tw.json"
"aptrgangr_hurt","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\aptrgangr_hurt\lang\zh_tw.json"
"aptrgangr_idle","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\aptrgangr_idle\lang\zh_tw.json"
"arsnouveau","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ars_nouveau-1.21.1-5.11.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\arsnouveau\lang\zh_tw.json"
"axe_swing","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\axe_swing\lang\zh_tw.json"
"black_hole_closing","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\black_hole_closing\lang\zh_tw.json"
"black_hole_loop","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\black_hole_loop\lang\zh_tw.json"
"black_hole_opening","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\black_hole_opening\lang\zh_tw.json"
"coral_golem_death","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\coral_golem_death\lang\zh_tw.json"
"coral_golem_hurt","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\coral_golem_hurt\lang\zh_tw.json"
"coralssus_ambient","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\coralssus_ambient\lang\zh_tw.json"
"coralssus_death","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\coralssus_death\lang\zh_tw.json"
"coralssus_hurt","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\coralssus_hurt\lang\zh_tw.json"
"coralssus_roar","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\coralssus_roar\lang\zh_tw.json"
"crab_bite","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\crab_bite\lang\zh_tw.json"
"crab_death","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\crab_death\lang\zh_tw.json"
"crab_hurt","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\crab_hurt\lang\zh_tw.json"
"creative_tab","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ApothicEnchanting-1.21.1-1.5.0.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\creative_tab\lang\zh_tw.json"
"cutter","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ExtendedAE-1.21-2.2.27-neoforge.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\cutter\lang\zh_tw.json"
"datapack","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\tempad-1.21.1-3.0.4-all.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\datapack\lang\zh_tw.json"
"death_laser","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\death_laser\lang\zh_tw.json"
"deepling_death","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\deepling_death\lang\zh_tw.json"
"deepling_hurt","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\deepling_hurt\lang\zh_tw.json"
"deepling_idle","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\deepling_idle\lang\zh_tw.json"
"deepling_light","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\deepling_light\lang\zh_tw.json"
"deepling_swing","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\deepling_swing\lang\zh_tw.json"
"disenchanter","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Draconic-Evolution-1.21.1-3.1.4.630.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\disenchanter\lang\zh_tw.json"
"door_of_seal_open","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\door_of_seal_open\lang\zh_tw.json"
"draugr_death","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\draugr_death\lang\zh_tw.json"
"draugr_hurt","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\draugr_hurt\lang\zh_tw.json"
"draugr_idle","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\draugr_idle\lang\zh_tw.json"
"elite","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Apotheosis-1.21.1-8.4.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\elite\lang\zh_tw.json"
"emp_activated","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\emp_activated\lang\zh_tw.json"
"enderguardian_music","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\enderguardian_music\lang\zh_tw.json"
"enderguardianattack","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\enderguardianattack\lang\zh_tw.json"
"enderguardiandeath","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\enderguardiandeath\lang\zh_tw.json"
"enderguardianhurt","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\enderguardianhurt\lang\zh_tw.json"
"endermaptera_ambient","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\endermaptera_ambient\lang\zh_tw.json"
"endermaptera_death","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\endermaptera_death\lang\zh_tw.json"
"endermaptera_hurt","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\endermaptera_hurt\lang\zh_tw.json"
"endermaptera_step","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\endermaptera_step\lang\zh_tw.json"
"entity","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\industrialforegoing-1.21-3.6.37.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\entity\lang\zh_tw.json"
"es","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\MekanismLasers-1.12.1-1.1.10.2.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\es\lang\zh_tw.json"
"fakeplayer","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\mob_grinding_utils-1.1.10+mc1.21.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\fakeplayer\lang\zh_tw.json"
"flame_burst","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\flame_burst\lang\zh_tw.json"
"flame_trap","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\flame_trap\lang\zh_tw.json"
"frameddrawer","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\functionalstorage-1.21.1-1.5.5.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\frameddrawer\lang\zh_tw.json"
"gofish","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\enchdesc-neoforge-1.21.1-21.1.9.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\gofish\lang\zh_tw.json"
"golemattack","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\golemattack\lang\zh_tw.json"
"golemdeath","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\golemdeath\lang\zh_tw.json"
"golemhurt","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\golemhurt\lang\zh_tw.json"
"hammertime","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\hammertime\lang\zh_tw.json"
"harbinger_charge","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\harbinger_charge\lang\zh_tw.json"
"harbinger_charge_prepare","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\harbinger_charge_prepare\lang\zh_tw.json"
"harbinger_deathlaser_prepare","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\harbinger_deathlaser_prepare\lang\zh_tw.json"
"harbinger_hurt","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\harbinger_hurt\lang\zh_tw.json"
"harbinger_idle","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\harbinger_idle\lang\zh_tw.json"
"harbinger_laser","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\harbinger_laser\lang\zh_tw.json"
"harbinger_mode_change","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\harbinger_mode_change\lang\zh_tw.json"
"harbinger_music","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\harbinger_music\lang\zh_tw.json"
"harbinger_prepare","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\harbinger_prepare\lang\zh_tw.json"
"harbinger_stun","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\harbinger_stun\lang\zh_tw.json"
"hunterillager","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\enchdesc-neoforge-1.21.1-21.1.9.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\hunterillager\lang\zh_tw.json"
"ignis_ambient","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\ignis_ambient\lang\zh_tw.json"
"ignis_death","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\ignis_death\lang\zh_tw.json"
"ignis_hurt","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\ignis_hurt\lang\zh_tw.json"
"ignis_music","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\ignis_music\lang\zh_tw.json"
"ignis_poke","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\ignis_poke\lang\zh_tw.json"
"infinity","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ExtendedAE-1.21-2.2.27-neoforge.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\infinity\lang\zh_tw.json"
"ingredient","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ApothicEnchanting-1.21.1-1.5.0.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\ingredient\lang\zh_tw.json"
"justenoughprofessions","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\JustEnoughProfessions-neoforge-1.21.1-4.0.4.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\justenoughprofessions\lang\zh_tw.json"
"kobolediator_ambient","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\kobolediator_ambient\lang\zh_tw.json"
"kobolediator_death","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\kobolediator_death\lang\zh_tw.json"
"kobolediator_hurt","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\kobolediator_hurt\lang\zh_tw.json"
"koboleton_ambient","1","1","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\koboleton_ambient\lang\zh_tw.json"
